
2025-09-22T09:11:59.074191,48091575-c36e-480a-b78f-486adff9e974,page_index,,33,214714721|214854125|214536500|214854125|214577561
2025-09-22T09:12:05.906683,48091575-c36e-480a-b78f-486adff9e974,click,214838094,33,
2025-09-22T09:12:05.908034,48091575-c36e-480a-b78f-486adff9e974,history_add,214838094,34,
2025-09-22T09:12:10.640891,48091575-c36e-480a-b78f-486adff9e974,page_index,,34,214854125|214536500|214854125|214577561|214838094
2025-09-22T09:16:48.539336,48091575-c36e-480a-b78f-486adff9e974,page_index,,34,214854125|214536500|214854125|214577561|214838094
2025-09-22T09:21:24.960625,48091575-c36e-480a-b78f-486adff9e974,page_index,,34,214854125|214536500|214854125|214577561|214838094
2025-09-22T09:21:32.391019,48091575-c36e-480a-b78f-486adff9e974,page_index,,0,
2025-09-22T09:21:33.614456,48091575-c36e-480a-b78f-486adff9e974,history_add,214536500,1,
2025-09-22T09:21:33.614589,48091575-c36e-480a-b78f-486adff9e974,click,214536500_click_details,0,
2025-09-22T09:21:38.343397,48091575-c36e-480a-b78f-486adff9e974,page_index,,1,214536500
2025-09-22T09:21:45.222124,48091575-c36e-480a-b78f-486adff9e974,click,214714721,1,
2025-09-22T09:21:45.223060,48091575-c36e-480a-b78f-486adff9e974,history_add,214714721,2,
2025-09-22T09:21:46.811148,48091575-c36e-480a-b78f-486adff9e974,page_index,,2,214536500|214714721
2025-09-22T09:21:51.616442,48091575-c36e-480a-b78f-486adff9e974,page_index,,2,214536500|214714721
2025-09-22T09:22:03.913253,48091575-c36e-480a-b78f-486adff9e974,history_add,214577561,3,
2025-09-22T09:22:03.913361,48091575-c36e-480a-b78f-486adff9e974,click,214577561,2,
2025-09-22T09:22:05.188720,48091575-c36e-480a-b78f-486adff9e974,page_index,,3,214536500|214714721|214577561
2025-09-22T09:26:37.551420,48091575-c36e-480a-b78f-486adff9e974,page_index,,3,214536500|214714721|214577561
2025-09-22T09:26:40.728363,48091575-c36e-480a-b78f-486adff9e974,page_index,,0,
2025-09-22T09:26:52.014743,48091575-c36e-480a-b78f-486adff9e974,page_index,,0,
2025-09-22T09:26:54.777562,48091575-c36e-480a-b78f-486adff9e974,click,214838094,0,
2025-09-22T09:26:54.777666,48091575-c36e-480a-b78f-486adff9e974,history_add,214838094,1,
2025-09-22T09:26:56.409164,48091575-c36e-480a-b78f-486adff9e974,page_index,,1,214838094
2025-09-22T09:30:11.203107,48091575-c36e-480a-b78f-486adff9e974,page_index,,1,214838094
2025-09-22T09:30:14.555237,48091575-c36e-480a-b78f-486adff9e974,page_index,,0,
2025-09-22T09:30:16.521508,48091575-c36e-480a-b78f-486adff9e974,click,214556212,0,
2025-09-22T09:30:16.521604,48091575-c36e-480a-b78f-486adff9e974,history_add,214556212,1,
2025-09-22T09:30:18.168557,48091575-c36e-480a-b78f-486adff9e974,page_index,,1,214556212
2025-09-22T09:30:20.308993,48091575-c36e-480a-b78f-486adff9e974,click,214854125,1,
2025-09-22T09:30:20.309113,48091575-c36e-480a-b78f-486adff9e974,history_add,214854125,2,
2025-09-22T09:30:21.345086,48091575-c36e-480a-b78f-486adff9e974,page_index,,2,214556212|214854125
2025-09-22T09:34:34.251045,48091575-c36e-480a-b78f-486adff9e974,page_index,,2,214556212|214854125
2025-09-22T09:34:38.218734,48091575-c36e-480a-b78f-486adff9e974,page_index,,0,
2025-09-22T09:34:39.320266,48091575-c36e-480a-b78f-486adff9e974,click,214714721,0,
